customer_tweet_id,customer_text,customer_text_clean,brand_text,candidate_intent,gold_intent,label_notes
2585554,"Whoever stole my amazon package off my front porch, fuck you. Stole 200$ worth of winter gear for myself and kids. https://t.co/5wXjiB67I9","Whoever stole my amazon package off my front porch, fuck you. Stole 200$ worth of winter gear for myself and kids.","@732650 I'm sorry to hear this! Have you had a chance to reach out to us yet? If not, please do so by phone or chat here: https://t.co/EKXRLsF8B2 ^AC",delivery_issue,delivery_issue,"Package was stolen after delivery, requiring delivery-related support."
868698,@AmazonHelp I've been trying to change my payment option on an ebook preorder for months but it says there's is a problem try back later.,I've been trying to change my payment option on an ebook preorder for months but it says there's is a problem try back later.,@326265 I'm so sorry to hear this. Can you tell us more what browser you are using? Have to tried clearing cache and cookies? ^LH,cancellation_change,payment_billing,Customer cannot change the payment option due to an error.
1338720,@AmazonHelp Damage happens. &amp; I just received replacements. So that's ok. I just wonder why I have to return broken bits. Cld I send a photo I took?,Damage happens. and I just received replacements. So that's ok. I just wonder why I have to return broken bits. Cld I send a photo I took?,"@432255 We don't have access to account information here, so we can't look at this for you. Was this item sold by a seller or Amazon? ^FR",wrong_damaged_item,wrong_damaged_item,Customer received damaged items and is asking about returning the broken parts.
1237587,"@AmazonHelp Yes. It was supposed to arrive same day ""guaranteed"" it said. When I checked tracking at 10pm it said sorry we're going to be late 😡","Yes. It was supposed to arrive same day ""guaranteed"" it said. When I checked tracking at 10pm it said sorry we're going to be late 😡",@410306 Oh no! I'm sorry for the delay! Who is the carrier on the order found here: https://t.co/Y5jpI9gRhE? Please let us know! ^TG,delivery_issue,delivery_issue,
2490584,oh my mf god i forgot that i signed up for amazon prime and i got charged $100.... rip,oh my mf god i forgot that i signed up for amazon prime and i got charged $100.... rip,"@711136 Uh oh! If you'd like to make some changes to your Prime subscription, you can do that here: https://t.co/czQkXQkMMS

^GP",payment_billing,prime_membership,
2187361,I have an issue with an email I was sent from @115821 @AmazonHelp Regarding an item that wasn't returned..???,I have an issue with an email I was sent from Regarding an item that wasn't returned..???,"@259607 We're here to help! Can you tell us a little more about the e-mail, Nathan? No personal or account information, please! ^FD",return_refund,return_refund,
2790584,"It's an awful day for #CustomerService:
@UPSHelp gives me BADLY copied and pasted script responses
@115821 can't even properly refund me for a package that their own delivery service didn't deliver
#Thanksfornothing",It's an awful day for #CustomerService: gives me BADLY copied and pasted script responses can't even properly refund me for a package that their own delivery service didn't deliver #Thanksfornothing,@156806 I'm so sorry for this poor experience! I'd like for a member of my team to look into this. Please send us further information here: https://t.co/CW6c2BDJYe ^AB,return_refund,customer_service,
2286571,Lol everything I ordered off @115821 got delivered today &amp; it’s all broken 👏🙌.,Lol everything I ordered off got delivered today and it’s all broken 👏🙌.,@127783 I'm sorry the order arrived broken! Was it shipped by Amazon directly or one of our sellers: https://t.co/Y5jpI9gRhE? ^EP,wrong_damaged_item,wrong_damaged_item,
1494325,@AmazonHelp No there is a pattern.  Alot of recent orders fail to keep on time date.,No there is a pattern. Alot of recent orders fail to keep on time date.,@466978 Sorry to hear that. Were they with the same carrier or different ones? ^PK,order_issue,delivery_issue,
835828,"@AmazonHelp customer care support is very poor, they are not ready to accept their faults and fooling customers","customer care support is very poor, they are not ready to accept their faults and fooling customers",@318974 https://t.co/O2YKayg0gk so that we can get in touch with you. (2/2) ^VM,customer_service,customer_service,
1525965,@AmazonHelp Pre-ordered Call Of Duty WW2 on 25th September with guaranteed delivery date today (Release day). Did not receive it...,Pre-ordered Call Of Duty WW2 on 25th September with guaranteed delivery date today (Release day). Did not receive it...,@473922 Oh no! Did you receive any correspondence regarding the delivery today? ^BA,cancellation_change,delivery_issue,
1777589,@115830 You appear to have broken both of my Echo Dots. Have you pushed new firmware in the past couple of days?,You appear to have broken both of my Echo Dots. Have you pushed new firmware in the past couple of days?,"@534123 I'm sorry to hear your Echo Dots are giving you trouble, Carl! Without sharing personal account information, could you let us know what's going on with them? We're here to help! ^TH",wrong_damaged_item,technical_issue,
24535,@AmazonHelp It's says to sign up for prime and then takes me to website where I see manage prime Membership page once I login,It's says to sign up for prime and then takes me to website where I see manage prime Membership page once I login,@121290 Are you using the same login credentials of the Amazon Prime account ? ^CB,prime_membership,prime_membership,
2682213,Why exactly am I paying for Amazon Prime if my packages are still coming 4+ days after I ordered ? @115821,Why exactly am I paying for Amazon Prime if my packages are still coming 4+ days after I ordered ?,@754528 2/2 immediately. Two-Day Shipping refers to transit time in business days after your order ships. ^KP,order_issue,delivery_issue,
2470115,"You know @115830 it would be useful if you could name credit cards in your #Amazon Wallet, would make checkout even easier.","You know it would be useful if you could name credit cards in your #Amazon Wallet, would make checkout even easier.",@706556 Thanks for your feedback Miles. I've passed this to the necessary team for consideration. ^TP,payment_billing,payment_billing,Customer is asking about managing credit cards in Amazon Wallet.
512379,@115821 why do I pay for a Prime account if my package still gets delayed 3-5 days every time I order something????,why do I pay for a Prime account if my package still gets delayed 3-5 days every time I order something????,"@237831 I'm sorry for the trouble! Prime Two-Day shipping refers to the transit time after your orders been shipped, in business days. Have we missed the delivery date shown here: https://t.co/Y5jpI9gRhE? ^LR",account_access,delivery_issue,Primary issue is repeated package delivery delays.
108253,"@AmazonHelp Ging mir nur generell um das Prime/Versprechen, z.B kommen meine beiden Bestellungen von heute erst am nächsten Dienstag.","Ging mir nur generell um das Prime/Versprechen, z.B kommen meine beiden Bestellungen von heute erst am nächsten Dienstag.",@140027 Das Lieferdatum wird dir im letzten Bestellschritt angezeigt. Dein Feedback dazu nehme ich gerne auf. ^SI,prime_membership,delivery_issue,Customer says Prime orders are arriving later than promised.
1188156,@115821 Next time you leave package 50-100 ft fm house will be last time I shop w/you. I will leave feedback online when you open up order,Next time you leave package 50-100 ft fm house will be last time I shop w/you. I will leave feedback online when you open up order,@399409 I certainly understand your frustration and apologize for this! We'd like to help. Who was the carrier listed for your order? ^HC,payment_billing,delivery_issue,Complaint concerns unsafe package delivery location.
592180,@AmazonHelp please contact me about an order that was never delivered yesterday. I live in Manhattan – you're service people tell me they left it on the street. That's either incompetent or impossible. Thank you.,please contact me about an order that was never delivered yesterday. I live in Manhattan – you're service people tell me they left it on the street. That's either incompetent or impossible. Thank you.,@260144 Thanks for letting us know you never received it. Please request a call from us: https://t.co/hApLpMlfHN ^MG,order_issue,delivery_issue,
417877,@AmazonHelp Hi there! Support emailed me today and offered to either refund or replace the item and I chose to replace it but no tracking has been sent.,Hi there! Support emailed me today and offered to either refund or replace the item and I chose to replace it but no tracking has been sent.,@214700 We appreciate you contacting us. Is there a replacement order visible here: https://t.co/q4LAMZ3tbE? ^GG,return_refund,delivery_issue,Replacement was selected but customer has not received tracking information.
2640939,@AmazonHelp 3rd time my Prime order has been a date late. Guess I'll be requesting another refund (only needed item for an event) and rethinking this membership 😣,3rd time my Prime order has been a date late. Guess I'll be requesting another refund (only needed item for an event) and rethinking this membership 😣,@376552 I'm sorry to hear this. Have you noticed a pattern with a specific carrier for the recent shipments? You can view this information here: https://t.co/RE7EVdCU1F ^GR,return_refund,delivery_issue,
1453744,@AmazonHelp Hi. I cancelled my prime subscription about 2 days ago but I was charged today my prime annual subscription.,Hi. I cancelled my prime subscription about 2 days ago but I was charged today my prime annual subscription.,"@457369 Hi Gustavo. I'm sorry to hear that. Which Amazon site is the charge showing from? https://t.co/nUUp5MLhYl, .co.uk etc. ^DC",payment_billing,payment_billing,Customer was charged for a cancelled Prime subscription.
396025,@115850 @AmazonHelp Paying extra for getting ONE DAY DELIVERY why I am not getting my order delivered today? E-mail: __email__,Paying extra for getting ONE DAY DELIVERY why I am not getting my order delivered today? E-mail: __email__,"@209760 Please don't provide your email address, we consider it personal information. Our Twitter page is visible to public.^VN(2/2)",delivery_issue,delivery_issue,Customer paid for one-day delivery but order was not delivered.
1456335,"@458025 preordered your book from @115830, hasn't arrived or even been dispatched.  They need to Get After It, so that I can.","preordered your book from , hasn't arrived or even been dispatched. They need to Get After It, so that I can.",@458024 Oh no! Have we missed that delivery date given on the confirmation email? ^BA,cancellation_change,delivery_issue,
1144927,How many of you have been fooled by @115850 in the name of Amazon Prime?? #AmazonGreatIndianFestival #Amazon #Amazonsucks #Amazonchorhai https://t.co/MBWAFEqYon,How many of you have been fooled by in the name of Amazon Prime?? #AmazonGreatIndianFestival #Amazon #Amazonsucks #Amazonchorhai,"@389467 Sorry for the trouble, Shishir. Could you please let us know if you are facing an ongoing issue to better assist you ? ^KS",prime_membership,other,
227911,"1. My phone was working, nobody called.
2. My package was NOT DELIVERED to anyone I know and DEFINITELY not to me.
@115850 - what gives? https://t.co/IFxweb98Zx","1. My phone was working, nobody called. 2. My package was NOT DELIVERED to anyone I know and DEFINITELY not to me. - what gives?",@170339 Sorry about that. Kindly get in touch with us here: https://t.co/bAR2aaCpIL and we’ll be glad to help you. ^NS,delivery_issue,delivery_issue,
334089,@AmazonHelp its the last day of sale but issue of brand &amp; size still there..average size like M/L must b there for major brands in better collections..,its the last day of sale but issue of brand and size still there..average size like M/L must b there for major brands in better collections..,@195599 Thank you for the heads up. I'll be sure to forward this as a feedback internally. ^GU,other,other,
2526227,"@115821 Just had a terrible experience with customer service. The online chat was filled with typos, some broken English, and a poorly followed script. Very disappointed and further questioning Prime sub. Anyone else see things go downhill in the last couple years?","Just had a terrible experience with customer service. The online chat was filled with typos, some broken English, and a poorly followed script. Very disappointed and further questioning Prime sub. Anyone else see things go downhill in the last couple years?",@719310 I'm sorry for the poor experience. That's not the type of service that we aim to provide. You can submit your feedback on the contact using the survey link at the bottom of your follow-up e-mail.  ^FJ,wrong_damaged_item,customer_service,
575405,@AmazonHelp I orderd a product to be delivered overseas. It arrived late. I had to handle myself all custom process. Took 1 month.  Then package got lost. Was then promised to waive fee if order again. Then amazon backed off. Product not delivered. One month of wasted time. 0 compensation,I orderd a product to be delivered overseas. It arrived late. I had to handle myself all custom process. Took 1 month. Then package got lost. Was then promised to waive fee if order again. Then amazon backed off. Product not delivered. One month of wasted time. 0 compensation,@255390 Sorry to hear that. Can I ask if you received a refund or replacement for your order?^TI,delivery_issue,delivery_issue,
2700897,"@AmazonHelp Delivery driver came to deliver my order, scanned the parcel and then said it had to be returned to depot and walked off with it. My account now says item delivered to house.  What scam is he pulling?","Delivery driver came to deliver my order, scanned the parcel and then said it had to be returned to depot and walked off with it. My account now says item delivered to house. What scam is he pulling?","@758709 Oh no! I'm sorry to hear that the driver did not leave your parcel. We'd like to take a look into this with you. When you get a moment, please contact us via phone or chat:  https://t.co/JzP7hlA23B ^SW",delivery_issue,delivery_issue,
826614,@AmazonHelp Tried all of that. Has been an ongoing issue. Even bought new firetv stick but not better it says signal good but won't connect to server.,Tried all of that. Has been an ongoing issue. Even bought new firetv stick but not better it says signal good but won't connect to server.,@316901 Please reach out to us here: https://t.co/hApLpMlfHN for more advanced troubleshooting. ^TK,other,technical_issue,
64072,"@AmazonHelp @115821 your customer service agents try but can’t solve real problems. I have regular issues with Amazon and no one ever does anything different. As a long time prime member, I don’t feel valued at all nor do I get “prime” service. Want someone higher up to hear me.","your customer service agents try but can’t solve real problems. I have regular issues with Amazon and no one ever does anything different. As a long time prime member, I don’t feel valued at all nor do I get “prime” service. Want someone higher up to hear me.",@130707 Sorry to hear that. Without giving out personal info please let us know what happened? ^RS,customer_service,customer_service,
300539,"@AmazonHelp Hi, I just recevied an order but the box is damaged, anything you can do ? Thanks !","Hi, I just recevied an order but the box is damaged, anything you can do ? Thanks !","@187655 Hi there! I'm sorry for the poor experience. So we can provide the best assistance, which site did you purchase from? ^FD",wrong_damaged_item,wrong_damaged_item,
547988,@115821 @AmazonHelp I purchase JBL&amp; Apple earphone but your side you cancelled. Your service is very bad I’m not think about you.,I purchase JBL and Apple earphone but your side you cancelled. Your service is very bad I’m not think about you.,"@247500 Sorry to know your order was canceled. When an order is canceled, an email is sent stating the reason for cancellation. Kindly check your emails. ^NR",cancellation_change,cancellation_change,Customer says Amazon cancelled the purchase/order.
2459198,@AmazonHelp Yes I got it but they are unable to resolve it #it's jus a simple thing that you have to take it return,Yes I got it but they are unable to resolve it #it's jus a simple thing that you have to take it return,"@410967 I get your disappointment. However, I'd request you to reply to our email with your insights. We'll review it and get back to you. ^MO",return_refund,other,
2311235,First impressions of @117795 @115821 not good. Parcel was delivered in this poor and damaged condition with all contents ruined. https://t.co/NXBbLRnxs9,First impressions of not good. Parcel was delivered in this poor and damaged condition with all contents ruined.,@670304 I'm so sorry for the damaged parcel!  Please contact us here and we'll be glad to investigate: https://t.co/JzP7hlA23B ^FJ,wrong_damaged_item,wrong_damaged_item,Product arrived damaged and contents were ruined.
605111,"@AmazonHelp I hv already spoken 2 ur CC Representative &amp; L1 Supervisor. They said they can't do anything about it. So please tell me can u ensure that my order is delivered tomorrow as promised. If not, what is Amazon's next step to justify/satisfy/compensate the customer? @115821  @119356","I hv already spoken 2 ur CC Representative and L1 Supervisor. They said they can't do anything about it. So please tell me can u ensure that my order is delivered tomorrow as promised. If not, what is Amazon's next step to justify/satisfy/compensate the customer?","@263833 My apologies for the experience you've had, Govind. We would like to have this checked further. Please fill in your details here: https://t.co/R1hvhmfR7L and we will get back to you at the earliest. ^KS",customer_service,other,
2132853,"My @115821 package is a week late and here's the ""more options"" page that's been loading for, idk, like two years? A+ customer service, guys. https://t.co/ymjdwpOHC9","My package is a week late and here's the ""more options"" page that's been loading for, idk, like two years? A+ customer service, guys.","@627587 So sorry for the inconvenience! Have you tried clearing your cache/cookies, or a different browser? That may speed it up. ^BL",delivery_issue,delivery_issue,Primary issue is a package being a week late.
2301374,@AmazonHelp I just posted the info on my account using the contact us button. I’m really sorry for being so quick to feeling like it was stolen but there’s really no other explanation. Is there a way we can bypass the AMZL shipping? Paying more perhaps? If not I might have to cancel Prime.,I just posted the info on my account using the contact us button. I’m really sorry for being so quick to feeling like it was stolen but there’s really no other explanation. Is there a way we can bypass the AMZL shipping? Paying more perhaps? If not I might have to cancel Prime.,@643152 Thank you for that. One of our Specialist will look into this for you. We'll be in touch! ^TR,payment_billing,delivery_issue,
1546352,"@115850 Refund not processed,refund request placed before 3 months.i need to talk wiith amazon executive but my mobile number blocked.","Refund not processed,refund request placed before 3 months.i need to talk wiith amazon executive but my mobile number blocked.","@478851 Sorry to know you haven't received your refund yet, you can chat or email us here: https://t.co/TdDksLo6Mf. ^PS",account_access,return_refund,Customer is asking about a refund that has not been processed.
1265246,@416271 @115850 I'm blocked as I don't have an Indian credit card either.,I'm blocked as I don't have an Indian credit card either.,@415765 -you have to purchase the prime membership again from amazon.in. Appreciate your understanding. (2/2)^GU,account_access,payment_billing,Customer cannot use an Indian credit card.
437341,@AmazonHelp Still no one has got in touch about the complaint. Please let me know what happens guys. I was to receive the phone on Monday?,Still no one has got in touch about the complaint. Please let me know what happens guys. I was to receive the phone on Monday?,@218628 We've sent an email correspondence to your registered account. Please refer the same. ^HK,technical_issue,customer_service,
1704058,@AmazonHelp If refund is the only option how long will it take? I really wanted this product but cant wait long,If refund is the only option how long will it take? I really wanted this product but cant wait long,@516549 The time frame depends on the payment method type. You can learn more about the refund times here: https://t.co/SP5KwZvZpw ^BH,return_refund,return_refund,Customer asks how long a refund will take.
804014,@AmazonHelp I cant log in to the account as it says the email is not registered. The email I received said the account email has been changed.,I cant log in to the account as it says the email is not registered. The email I received said the account email has been changed.,"@215391 To reach us directly without having to log in, please use this link: https://t.co/jzvkhdlrK5. ^CE",account_access,account_access,Customer cannot log in because their account email was changed.
1604984,@115850 One fladuent activity happen in my card from amazon at name of prime membership with transaction of 6850 rs,One fladuent activity happen in my card from amazon at name of prime membership with transaction of 6850 rs,@492352 Kindly share your details here: https://t.co/beaaDm0muc we'll reach out to you soon. 2/2 ^AP,payment_billing,other,
1513308,@115850 - I have been facing problem login in since more than a month. Your CS team don't respond ! Shame :(,- I have been facing problem login in since more than a month. Your CS team don't respond ! Shame :(,"@471145 Thair, for any account or login issues please connect with us here:  https://t.co/GVdgA4kmxb ​^MS",account_access,account_access,Customer has been unable to log in for more than a month.
1295031,"@AmazonHelp hi, why have I been charged £1? https://t.co/L0uXCq4BVJ","hi, why have I been charged £1?",@149250 The £1 you see is an authorisation for checking the validity of your card. More info here: https://t.co/POiWXi6VfJ  ^JP,payment_billing,payment_billing,Customer asks about an unexplained £1 charge.
660946,"@AmazonHelp Well, that's two people who answered the phone and then hung up on me. Is the phone system broken also? At least the second person talked to me long enough to let me describe the problems.","Well, that's two people who answered the phone and then hung up on me. Is the phone system broken also? At least the second person talked to me long enough to let me describe the problems.","@277468 Our team would like to take a closer look at what's been going on. When you have a moment, please send us as much detail on the issue you're seeing with your Fire Tablet via this link: https://t.co/SEB7Aekpfj ^TN",wrong_damaged_item,customer_service,
2245412,"@115821 @AmazonHelp ordered a TV from you guys, arrived broken. Called to return, was told I was get a refund and could buy a new one. Went to buy a new one and it won’t ship until february? Surely there’s something you can do about this","ordered a TV from you guys, arrived broken. Called to return, was told I was get a refund and could buy a new one. Went to buy a new one and it won’t ship until february? Surely there’s something you can do about this","@654432 Hi, I'm sorry to hear that. Is the TV currently in stock on the website? ^JJ",wrong_damaged_item,wrong_damaged_item,TV arrived broken; customer discusses return/refund and replacement.
2276150,"@115850 
Team, I'm writing this tweet in the hope of help from you. I've ordered an order but didn't get it delivered. I'm very much fed up with your service and want my refund back directly in my bank account instead of the Amazon wallet. Please help me.","Team, I'm writing this tweet in the hope of help from you. I've ordered an order but didn't get it delivered. I'm very much fed up with your service and want my refund back directly in my bank account instead of the Amazon wallet. Please help me.","@662024 Apologies for the unpleasant experience you've had with this order. Have you reported this issue to our support team? If not, kindly report it here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MO",order_issue,delivery_issue,
424264,@AmazonHelp twice i have requested for item return but still no one has contacted me for pickup... https://t.co/HWvcQmeuRH,twice i have requested for item return but still no one has contacted me for pickup...,@215986 Apologies for the ordeal Aman. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,return_refund,return_refund,Customer requested a return but pickup has not happened.
205021,@AmazonHelp Thank you! All sorted now. There were 2 accounts set up with the same email address which was very weird.,Thank you! All sorted now. There were 2 accounts set up with the same email address which was very weird.,"@164561 Thanks for keeping us in the loop! If anything else comes up, we're here to help. ^RA",account_access,account_access,Issue involved duplicate accounts using the same email address.
1501732,Plagiarized review on Amazon (link to the source in the comment I left). Can you help out by reporting/marking it? https://t.co/0JIwMjgAtr,Plagiarized review on Amazon (link to the source in the comment I left). Can you help out by reporting/marking it?,"@468573 Hi there, Connie! We'd like to look at this with you! Please reach out to us here: https://t.co/hApLpMlfHN ^CN",other,wrong_damaged_item,
2899590,"@AmazonHelp @AmazonHelp thank you but don't bother, I will not be ordering from Amazon India anytime soon. Not after such horrible customer service, misleading directions and fake products. I'm thoroughly disappointed, I expected better.","thank you but don't bother, I will not be ordering from Amazon India anytime soon. Not after such horrible customer service, misleading directions and fake products. I'm thoroughly disappointed, I expected better.",@803292 I request you to please check the link here: https://t.co/QR7JIOb0jx. ^NR,technical_issue,customer_service,Primary complaint is horrible customer service and misleading support.
2662991,"@AmazonHelp @.in
ORDER # 408-9698587-8557927
yesterday only i had communication with ur assistance team 
when i placed the order the delivery date was showing 17-18 Nov but i haven't received yet .. i want to gift someone on his birthday 20th
if m not getting product on time so their no use",@.in ORDER # 408-9698587-8557927 yesterday only i had communication with ur assistance team when i placed the order the delivery date was showing 17-18 Nov but i haven't received yet .. i want to gift someone on his birthday 20th if m not getting product on time so their no use,"@750487 I'm sorry about the hassle regarding the delivery. Could you please confirm if we have missed the estimated delivery date? Also, please don’t provide your account details as we consider them to be personal information. Our Twitter page is visible to public. ^SB",delivery_issue,other,
2663192,@AmazonHelp I already canceled the membership and removed my payment information to keep this from happening again. It just shook me because I hadn’t signed up for Prime at all with or without auto renewal.,I already canceled the membership and removed my payment information to keep this from happening again. It just shook me because I hadn’t signed up for Prime at all with or without auto renewal.,"@750521 I'm certainly sorry for the trouble, but we're still here to help if you need us, or if you have any further questions! Just let us know! ^KN",cancellation_change,prime_membership,Customer is dealing with an unwanted Prime subscription/renewal.
1925666,@115850 @160663 why their is no sale of y1 64 gb variant. Feeling sad .On amazon.,why their is no sale of y1 64 gb variant. Feeling sad .On amazon.,@573163 I shall forward the feedback to the concerned team for review. Appreciate your understanding. ^HR,payment_billing,other,
2812806,@AmazonHelp I have reached out in the past but this has become a common occurrence right now I have two packages I’m waiting on that were supposed to be Delivered this past Friday and another that was supposed to come today. They were all shipped  through AMZL US.,I have reached out in the past but this has become a common occurrence right now I have two packages I’m waiting on that were supposed to be Delivered this past Friday and another that was supposed to come today. They were all shipped through AMZL US.,@240440 We would like to help rectify this in any way we can. A specialist would like to look into this with you.Please click here and send us a little more information so we can offer assistance: https://t.co/ExrKRzjiBo  ^SE,delivery_issue,delivery_issue,Primary issue is multiple packages not arriving on time.
365966,@115830 why is my returned item taking so long to process. Repeated contact with customer service with no progress.,why is my returned item taking so long to process. Repeated contact with customer service with no progress.,@202708 Hello! What is the status on your return here: https://t.co/AQ462gRJHW ^JZ,return_refund,return_refund,Customer's returned item is taking too long to process.
598044,"@AmazonHelp Standardversand als Geschenk
Nein, nein Prime-Kunde
Von Amazon","Standardversand als Geschenk Nein, nein Prime-Kunde Von Amazon","@153423 Kann es vielleicht sein, dass es sich dabei um die Kosten für die Geschenkverpackung handelt? Gruß ^JS",prime_membership,delivery_issue,
2755702,So my before 8pm @115830 parcel just arrived at 9.28pm #notahappyprimemember,So my before 8pm parcel just arrived at 9.28pm #notahappyprimemember,@206010 I'm sorry for the inconvenience! We'd like to look into this with you when you have a chance here: https://t.co/JzP7hlA23B ^DW,technical_issue,delivery_issue,Package arrived later than the promised delivery time.
2216670,"@AmazonHelp excuse no. 1: d products got damaged. Not one not two. For more than five products they gave the same excuse. Is anyone facing dis issue? If u r,","excuse no. 1: d products got damaged. Not one not two. For more than five products they gave the same excuse. Is anyone facing dis issue? If u r,","@417421 Sheetal, we'd like to take a closer look at this, please fill in your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you soon. ^JC",wrong_damaged_item,wrong_damaged_item,Customer reports multiple products arriving damaged.
